renderer,pass,term,coefficient_normalized_formula,coefficient_raw_GQOA_units,std_error_normalized,ci95_low_normalized,ci95_high_normalized,descriptive_p_value_after_selection,selection_origin
VisBuf,visibility,GO,5.917077858970936,6.059722604393852e-10,4.061687185638129,-2.1004243877056563,13.934580105647528,0.14700457169167908,ElasticNet
VisBuf,visibility,GA,7.451112292816383,1.9076846149743267e-10,8.23688737258143,-8.807959368045232,23.710183953677998,0.3669484894207775,ElasticNet
VisBuf,resolve,const,0.029564132548996157,0.029564132548996157,0.00071078508837645,0.028161089728979707,0.030967175369012608,2.3584952548323595e-91,intercept
VisBuf,resolve,G,0.004629780902688813,1.517245567928684e-11,0.00610977007229605,-0.007430501694779355,0.01669006350015698,0.44963359402395997,weak-hierarchy main effect
VisBuf,resolve,Q,-0.0002545877133692809,-1.325977673798338e-06,0.001456335315435731,-0.0031292974410673286,0.002620122014328767,0.8614326445526123,weak-hierarchy main effect
VisBuf,resolve,O,-0.0024587257100297556,-7.683517843842986e-05,0.0013191840926634092,-0.005062707982250758,0.00014525656219124697,0.06406096401591801,ElasticNet
VisBuf,resolve,A,1.2527510994401816,0.009787117964376419,0.001066673735796267,1.2506455559351433,1.25485664294522,0.0,ElasticNet
VisBuf,resolve,GA,-0.0979519935983249,-2.5078337817260026e-12,0.035933107728049,-0.16888157501916556,-0.02702241217748423,0.007079296386324957,ElasticNet
VisBuf,resolve,QO,-0.0003652901350521126,-5.945477458530479e-08,0.0030796003792932596,-0.006444217888807884,0.005713637618703659,0.9057187476945235,ElasticNet
VisBuf,total,const,0.638824923082345,0.638824923082345,0.14815921011305597,0.34636842762708736,0.9312814185376026,2.7298879575168774e-05,intercept
VisBuf,total,G,61.77970786801055,2.02460958565512e-07,1.3603421812833658,59.09448224717663,64.46493348884447,2.424664391272843e-97,ElasticNet
VisBuf,total,Q,-0.7669936623925155,-0.0039947586582943515,0.2527158794535286,-1.2658381175868634,-0.26814920719816776,0.002781323933209731,ElasticNet
VisBuf,total,O,0.39913033714739676,0.012472823035856149,0.2201481896204799,-0.03542764927879771,0.8336883235735912,0.07158430904385292,ElasticNet
VisBuf,total,A,1.161502571329794,0.009074238838514015,0.24136784970760386,0.685058377363099,1.6379467652964887,3.2638642509277127e-06,ElasticNet
VisBuf,total,GO,5.914859982124433,6.05745126053446e-10,4.056871368607819,-2.0931361597992826,13.922856124048149,0.1466786615638827,ElasticNet
VisBuf,total,GA,7.35362125703274,1.8827242947223194e-10,8.227121149661585,-8.886172524804051,23.59341503886953,0.372670837710152,ElasticNet
