run-id,run-name,run-current-time,output-filepath,renderer-variant,renderer-variant-name,variable,to-use-scene,scene-path,warmup-frames,measure-frames,auto-terminate,window-width,window-height,seed,camera-pos-x,camera-pos-y,camera-pos-z,camera-lookat-x,camera-lookat-y,camera-lookat-z,camera-near-z,camera-far-z,camera-fov,object-count,material-count,geometry-count,overdraw-count,z-min,z-max,xy-minmax,radius,geometry-div,gbuffer-cnt,texture-count,texture-size,texture-sampling-count,alu-calc-count,renderer_name,pass_name_0,pass_name_1,pass_name_2,pass_name_3,pass_0_time_min_ms,pass_0_time_median_ms,pass_0_time_max_ms,pass_0_time_avg_ms,pass_0_time_p01_ms,pass_0_time_p10_ms,pass_0_time_p90_ms,pass_0_time_p99_ms,pass_1_time_min_ms,pass_1_time_median_ms,pass_1_time_max_ms,pass_1_time_avg_ms,pass_1_time_p01_ms,pass_1_time_p10_ms,pass_1_time_p90_ms,pass_1_time_p99_ms,pass_2_time_min_ms,pass_2_time_median_ms,pass_2_time_max_ms,pass_2_time_avg_ms,pass_2_time_p01_ms,pass_2_time_p10_ms,pass_2_time_p90_ms,pass_2_time_p99_ms,pass_3_time_min_ms,pass_3_time_median_ms,pass_3_time_max_ms,pass_3_time_avg_ms,pass_3_time_p01_ms,pass_3_time_p10_ms,pass_3_time_p90_ms,pass_3_time_p99_ms,variable-geometry-count,variable-overdraw-count,variable-waste-quad-count,variable-alu-op-count,param_run_id,param_run_name,param_run_current_time,param_output_filepath,param_renderer_variant_name,param_variable,param_to_use_scene,param_scene_path,param_warmup_frames,param_measure_frames,param_auto_terminate,param_window_width,param_window_height,param_seed,param_camera_pos_x,param_camera_pos_y,param_camera_pos_z,param_camera_lookat_x,param_camera_lookat_y,param_camera_lookat_z,param_camera_near_z,param_camera_far_z,param_camera_fov,param_geometry_count,param_z_min,param_z_max,param_xy_minmax,param_radius,param_geometry_div,param_gbuffer_cnt,param_texture_count,param_texture_size,param_texture_sampling_count,param_alu_calc_count,param_object_count,param_renderer_variant,runner_experiment,runner_repeat,runner_run_index,runner_result_row,runner_status,runner_return_code,runner_error
10,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_3etcv310\run_00010.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,4,ForwardPrepass,depth_prepass,forward,,total,0.92781,0.93104,0.93229,0.92998,0.92781,0.92810,0.93181,0.93226,0.97789,0.97872,0.97958,0.97875,0.97789,0.97824,0.97926,0.97952,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.90602,1.90918,1.91114,1.90872,1.90618,1.90659,1.91069,1.91110,147456,0,8,4,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,8,1,1,256,1,4,2304,2,quad_alu_orthogonal,0,10,0,success,0,
11,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_3etcv310\run_00011.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,4,VisBuf,visibility,resolve,,total,0.92800,0.92893,0.93011,0.92898,0.92800,0.92845,0.92963,0.93002,0.06611,0.06650,0.07059,0.06787,0.06611,0.06621,0.06986,0.07056,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99411,0.99603,1.00000,0.99685,0.99418,0.99494,0.99898,0.99997,147456,0,8,4,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,8,1,1,256,1,4,2304,4,quad_alu_orthogonal,0,11,0,success,0,
12,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_3etcv310\run_00012.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,8,Forward,forward,,,total,1.00323,1.00451,1.01088,1.00453,1.00339,1.00371,1.00525,1.00579,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00323,1.00451,1.01088,1.00453,1.00339,1.00371,1.00525,1.00579,147456,0,8,8,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,8,1,1,256,1,8,2304,1,quad_alu_orthogonal,0,12,0,success,0,
13,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_3etcv310\run_00013.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,8,ForwardPrepass,depth_prepass,forward,,total,0.92758,0.93062,0.93245,0.92978,0.92765,0.92787,0.93174,0.93203,1.00442,1.00586,1.00691,1.00587,1.00486,1.00538,1.00637,1.00669,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.93315,1.93600,1.93882,1.93565,1.93325,1.93363,1.93760,1.93862,147456,0,8,8,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,8,1,1,256,1,8,2304,2,quad_alu_orthogonal,0,13,0,success,0,
14,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_3etcv310\run_00014.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,8,VisBuf,visibility,resolve,,total,0.92736,0.92883,0.94038,0.92892,0.92762,0.92826,0.92957,0.92995,0.10429,0.10454,0.10752,0.10537,0.10435,0.10438,0.10736,0.10752,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.03200,1.03360,1.04506,1.03428,1.03213,1.03283,1.03622,1.03715,147456,0,8,8,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,8,1,1,256,1,8,2304,4,quad_alu_orthogonal,0,14,0,success,0,
15,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_3etcv310\run_00015.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,16,Forward,forward,,,total,1.07398,1.07520,1.07613,1.07517,1.07414,1.07456,1.07571,1.07603,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.07398,1.07520,1.07613,1.07517,1.07414,1.07456,1.07571,1.07603,147456,0,8,16,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,8,1,1,256,1,16,2304,1,quad_alu_orthogonal,0,15,0,success,0,
16,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_3etcv310\run_00016.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,16,ForwardPrepass,depth_prepass,forward,,total,0.93059,0.93392,0.94694,0.93303,0.93062,0.93088,0.93450,0.94333,1.06246,1.06307,1.06410,1.06307,1.06253,1.06266,1.06346,1.06387,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.99322,1.99664,2.00947,1.99611,1.99331,1.99376,1.99786,2.00666,147456,0,8,16,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,8,1,1,256,1,16,2304,2,quad_alu_orthogonal,0,16,0,success,0,
17,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_3etcv310\run_00017.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,16,VisBuf,visibility,resolve,,total,0.93187,0.93238,0.93293,0.93237,0.93190,0.93210,0.93267,0.93277,0.18147,0.18173,0.18899,0.18440,0.18147,0.18157,0.18838,0.18848,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.11360,1.11430,1.12131,1.11677,1.11363,1.11376,1.12090,1.12112,147456,0,8,16,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,8,1,1,256,1,16,2304,4,quad_alu_orthogonal,0,17,0,success,0,
18,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_3etcv310\run_00018.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,32,Forward,forward,,,total,1.20966,1.21050,1.21142,1.21046,1.20973,1.20992,1.21094,1.21142,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.20966,1.21050,1.21142,1.21046,1.20973,1.20992,1.21094,1.21142,147456,0,8,32,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,8,1,1,256,1,32,2304,1,quad_alu_orthogonal,0,18,0,success,0,
19,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_3etcv310\run_00019.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,32,ForwardPrepass,depth_prepass,forward,,total,0.93040,0.93363,0.93482,0.93265,0.93046,0.93078,0.93456,0.93478,1.19203,1.19267,1.19309,1.19265,1.19219,1.19238,1.19290,1.19302,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.12301,2.12602,2.12755,2.12530,2.12304,2.12333,2.12733,2.12749,147456,0,8,32,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,8,1,1,256,1,32,2304,2,quad_alu_orthogonal,0,19,0,success,0,
20,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_3etcv310\run_00020.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,32,VisBuf,visibility,resolve,,total,0.93213,0.93258,0.93325,0.93256,0.93213,0.93229,0.93283,0.93312,0.33808,0.33824,0.33859,0.33827,0.33808,0.33811,0.33846,0.33856,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.27030,1.27082,1.27142,1.27083,1.27030,1.27046,1.27120,1.27139,147456,0,8,32,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,8,1,1,256,1,32,2304,4,quad_alu_orthogonal,0,20,0,success,0,
21,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_3etcv310\run_00021.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,2304,1,1,0,-1,1,1,0.5,8,1,1,256,1,64,Forward,forward,,,total,1.49296,1.49414,1.49795,1.49418,1.49331,1.49360,1.49469,1.49498,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.49296,1.49414,1.49795,1.49418,1.49331,1.49360,1.49469,1.49498,147456,0,8,64,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,8,1,1,256,1,64,2304,1,quad_alu_orthogonal,0,21,0,success,0,
