run-id,run-name,output-filepath,renderer-variant,variable,to-use-scene,to-load-texture,use-vfc,scene-path,warmup-frames,measure-frames,auto-terminate,vsync,camera-mode,camera-filepath,camera-keyframe-interval,to-set-start-frame,key-frame,profile-window-frames,window-width,window-height,seed,camera-pos-x,camera-pos-y,camera-pos-z,camera-lookat-x,camera-lookat-y,camera-lookat-z,camera-near-z,camera-far-z,camera-fov,object-count,material-count,geometry-count,overdraw-count,to-remain-only-in-camera,z-min,z-max,xy-minmax,radius,geometry-div,gbuffer-cnt,texture-count,texture-size,texture-sampling-count,alu-calc-count,pass_name_0,pass_0_time_avg_ms,pass_name_1,pass_1_time_avg_ms,pass_name_2,pass_2_time_avg_ms,pass_name_3,pass_3_time_avg_ms,pass_name_4,pass_4_time_avg_ms,pass_name_5,pass_5_time_avg_ms,pass_name_6,pass_6_time_avg_ms,pass_name_7,pass_7_time_avg_ms,pass_name_8,pass_8_time_avg_ms,pass_name_9,pass_9_time_avg_ms,pass_name_10,pass_10_time_avg_ms,pass_name_11,pass_11_time_avg_ms,pass_name_12,pass_12_time_avg_ms,pass_name_13,pass_13_time_avg_ms,pass_name_14,pass_14_time_avg_ms,pass_name_15,pass_15_time_avg_ms,pass_name_16,pass_16_time_avg_ms,pass_name_17,pass_17_time_avg_ms,pass_name_18,pass_18_time_avg_ms,pass_name_19,pass_19_time_avg_ms,pass_name_20,pass_20_time_avg_ms,pass_name_21,pass_21_time_avg_ms,pass_name_22,pass_22_time_avg_ms,pass_name_23,pass_23_time_avg_ms,pass_name_24,pass_24_time_avg_ms,pass_name_25,pass_25_time_avg_ms,pass_name_26,pass_26_time_avg_ms,pass_name_27,pass_27_time_avg_ms,pass_name_28,pass_28_time_avg_ms,pass_name_29,pass_29_time_avg_ms,pass_name_30,pass_30_time_avg_ms,pass_name_31,pass_31_time_avg_ms,renderer_name,run_current_time,camera-mode-name,total_time_min_ms,total_time_median_ms,total_time_max_ms,total_time_avg_ms,total_time_p01_ms,total_time_p10_ms,total_time_p90_ms,total_time_p99_ms,variable-geometry-count,variable-overdraw-count,variable-waste-quad-count,variable-alu-op-count,param_run_id,param_run_name,param_output_filepath,param_variable,param_to_use_scene,param_to_load_texture,param_use_vfc,param_scene_path,param_warmup_frames,param_measure_frames,param_auto_terminate,param_vsync,param_camera_mode,param_camera_filepath,param_camera_keyframe_interval,param_to_set_start_frame,param_key_frame,param_profile_window_frames,param_window_width,param_window_height,param_seed,param_camera_pos_x,param_camera_pos_y,param_camera_pos_z,param_camera_lookat_x,param_camera_lookat_y,param_camera_lookat_z,param_camera_near_z,param_camera_far_z,param_camera_fov,param_object_count,param_material_count,param_geometry_count,param_overdraw_count,param_to_remain_only_in_camera,param_z_min,param_z_max,param_xy_minmax,param_radius,param_geometry_div,param_gbuffer_cnt,param_texture_count,param_texture_size,param_texture_sampling_count,param_renderer_variant,param_alu_calc_count,runner_experiment,runner_repeat,runner_run_index,runner_result_row,runner_status,runner_return_code,runner_error
10,scene_geom_bistro_ex1,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_z4vozch2\run_00010.csv,3,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,10,total,0.88148,geometry,0.84791,lighting,0.02629,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,Deferred,2026-07-23T13:26:38,playback,0.16224,0.91360,1.63226,0.88148,0.19757,0.57664,1.12778,1.35056,4,0,1,10,0,no-run-name,profile_result.csv,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.785,1,1,1,0,0,-1.0,1.0,1.0,0.5,1,1,1,256,1,3,10,scene_geom_bistro_ex1,0,10,0,salvaged,0,Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\Release\logs\log_2026-07-23_13-26-48.txt
11,scene_geom_bistro_ex1,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_z4vozch2\run_00011.csv,3,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,20,total,1.51428,geometry,1.48037,lighting,0.02632,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,Deferred,2026-07-23T13:26:48,playback,0.16211,1.57674,2.91843,1.51428,0.19891,0.91139,1.97597,2.39165,4,0,1,20,0,no-run-name,profile_result.csv,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.785,1,1,1,0,0,-1.0,1.0,1.0,0.5,1,1,1,256,1,3,20,scene_geom_bistro_ex1,0,11,0,salvaged,0,Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\Release\logs\log_2026-07-23_13-27-01.txt
12,scene_geom_bistro_ex1,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_z4vozch2\run_00012.csv,4,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,1,total,0.35392,visibility,0.25543,resolve,0.09152,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,VisBuf,2026-07-23T13:27:01,playback,0.13747,0.37866,0.62854,0.35392,0.15315,0.24006,0.41818,0.43555,4,0,1,1,0,no-run-name,profile_result.csv,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.785,1,1,1,0,0,-1.0,1.0,1.0,0.5,1,1,1,256,1,4,1,scene_geom_bistro_ex1,0,12,0,salvaged,0,Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\Release\logs\log_2026-07-23_13-27-07.txt
13,scene_geom_bistro_ex1,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_z4vozch2\run_00013.csv,4,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,5,total,0.42622,visibility,0.25888,resolve,0.15933,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,VisBuf,2026-07-23T13:27:07,playback,0.15302,0.44176,0.96352,0.42622,0.16838,0.30928,0.49434,0.70589,4,0,1,5,0,no-run-name,profile_result.csv,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.785,1,1,1,0,0,-1.0,1.0,1.0,0.5,1,1,1,256,1,4,5,scene_geom_bistro_ex1,0,13,0,salvaged,0,Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\Release\logs\log_2026-07-23_13-27-14.txt
14,scene_geom_bistro_ex1,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_z4vozch2\run_00014.csv,4,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,10,total,0.51991,visibility,0.25883,resolve,0.25306,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,VisBuf,2026-07-23T13:27:14,playback,0.15232,0.54301,1.07398,0.51991,0.18330,0.40966,0.60006,0.79731,4,0,1,10,0,no-run-name,profile_result.csv,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.785,1,1,1,0,0,-1.0,1.0,1.0,0.5,1,1,1,256,1,4,10,scene_geom_bistro_ex1,0,14,0,salvaged,0,Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\Release\logs\log_2026-07-23_13-27-21.txt
15,scene_geom_bistro_ex1,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_z4vozch2\run_00015.csv,4,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,20,total,0.71336,visibility,0.25578,resolve,0.45056,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,VisBuf,2026-07-23T13:27:21,playback,0.15258,0.76342,0.86186,0.71336,0.18634,0.57651,0.82134,0.83894,4,0,1,20,0,no-run-name,profile_result.csv,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.785,1,1,1,0,0,-1.0,1.0,1.0,0.5,1,1,1,256,1,4,20,scene_geom_bistro_ex1,0,15,0,salvaged,0,Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\Release\logs\log_2026-07-23_13-27-30.txt
16,scene_geom_bistro_ex1,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_z4vozch2\run_00016.csv,5,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,1,total,0.51040,depth_prepass,0.21103,geometry,0.26426,lighting,0.02500,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,DeferredPrepass,2026-07-23T13:27:30,playback,0.17136,0.55152,0.79053,0.51040,0.18858,0.33562,0.60781,0.63232,4,0,1,1,0,no-run-name,profile_result.csv,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.785,1,1,1,0,0,-1.0,1.0,1.0,0.5,1,1,1,256,1,5,1,scene_geom_bistro_ex1,0,16,0,salvaged,0,Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\Release\logs\log_2026-07-23_13-27-37.txt
17,scene_geom_bistro_ex1,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_z4vozch2\run_00017.csv,5,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,5,total,0.59830,depth_prepass,0.21057,geometry,0.35295,lighting,0.02469,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,DeferredPrepass,2026-07-23T13:27:37,playback,0.22003,0.62272,0.74787,0.59830,0.27302,0.43978,0.69024,0.72608,4,0,1,5,0,no-run-name,profile_result.csv,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.785,1,1,1,0,0,-1.0,1.0,1.0,0.5,1,1,1,256,1,5,5,scene_geom_bistro_ex1,0,17,0,salvaged,0,Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\Release\logs\log_2026-07-23_13-27-45.txt
18,scene_geom_bistro_ex1,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_z4vozch2\run_00018.csv,5,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,10,total,0.73841,depth_prepass,0.21059,geometry,0.49301,lighting,0.02469,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,DeferredPrepass,2026-07-23T13:27:45,playback,0.26253,0.77341,0.96675,0.73841,0.27565,0.58195,0.85382,0.90832,4,0,1,10,0,no-run-name,profile_result.csv,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.785,1,1,1,0,0,-1.0,1.0,1.0,0.5,1,1,1,256,1,5,10,scene_geom_bistro_ex1,0,18,0,salvaged,0,Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\Release\logs\log_2026-07-23_13-27-54.txt
19,scene_geom_bistro_ex1,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_z4vozch2\run_00019.csv,5,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,20,total,1.03348,depth_prepass,0.21073,geometry,0.78788,lighting,0.02472,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,DeferredPrepass,2026-07-23T13:27:54,playback,0.27162,1.08326,1.42736,1.03348,0.33462,0.80214,1.21834,1.31869,4,0,1,20,0,no-run-name,profile_result.csv,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.785,1,1,1,0,0,-1.0,1.0,1.0,0.5,1,1,1,256,1,5,20,scene_geom_bistro_ex1,0,19,0,salvaged,0,Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\Release\logs\log_2026-07-23_13-28-04.txt
20,scene_geom_bistro_ex1,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_z4vozch2\run_00020.csv,6,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,1,total,0.39425,visibility,0.26935,gbuffer,0.09262,lighting,0.02241,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,VisBuf,2026-07-23T13:28:04,playback,0.16320,0.41549,0.57056,0.39425,0.19245,0.28589,0.45645,0.47994,4,0,1,1,0,no-run-name,profile_result.csv,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.785,1,1,1,0,0,-1.0,1.0,1.0,0.5,1,1,1,256,1,6,1,scene_geom_bistro_ex1,0,20,0,salvaged,0,Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\Release\logs\log_2026-07-23_13-28-10.txt
21,scene_geom_bistro_ex1,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_z4vozch2\run_00021.csv,6,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,5,total,0.46116,visibility,0.26957,gbuffer,0.15934,lighting,0.02228,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,VisBuf,2026-07-23T13:28:10,playback,0.19200,0.47818,0.70272,0.46116,0.19690,0.35542,0.53171,0.55357,4,0,1,5,0,no-run-name,profile_result.csv,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.785,1,1,1,0,0,-1.0,1.0,1.0,0.5,1,1,1,256,1,6,5,scene_geom_bistro_ex1,0,21,0,salvaged,0,Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\Release\logs\log_2026-07-23_13-28-17.txt
22,scene_geom_bistro_ex1,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_z4vozch2\run_00022.csv,6,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,10,total,0.55353,visibility,0.26953,gbuffer,0.25185,lighting,0.02219,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,VisBuf,2026-07-23T13:28:17,playback,0.19213,0.57914,0.80285,0.55353,0.22051,0.45178,0.63510,0.65626,4,0,1,10,0,no-run-name,profile_result.csv,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.785,1,1,1,0,0,-1.0,1.0,1.0,0.5,1,1,1,256,1,6,10,scene_geom_bistro_ex1,0,22,0,salvaged,0,Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\Release\logs\log_2026-07-23_13-28-25.txt
23,scene_geom_bistro_ex1,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_z4vozch2\run_00023.csv,6,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,20,total,0.74681,visibility,0.26984,gbuffer,0.44423,lighting,0.02227,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,VisBuf,2026-07-23T13:28:25,playback,0.19299,0.79488,1.14858,0.74681,0.22275,0.61309,0.85094,0.87395,4,0,1,20,0,no-run-name,profile_result.csv,0,1,0,1,assets/scenes/unpacked/Bistro_v5_2/BistroExterior.fbx,60,5500,1,0,2,standard_camera_bistro.csv,10,0,0,10,1920,1080,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.785,1,1,1,0,0,-1.0,1.0,1.0,0.5,1,1,1,256,1,6,20,scene_geom_bistro_ex1,0,23,0,salvaged,0,Log saved to: D:\project\TVBPerf\out\build\x64-Release\bin\Release\logs\log_2026-07-23_13-28-34.txt
