run-id,run-name,run-current-time,output-filepath,renderer-variant,renderer-variant-name,variable,to-use-scene,scene-path,warmup-frames,measure-frames,auto-terminate,window-width,window-height,seed,camera-pos-x,camera-pos-y,camera-pos-z,camera-lookat-x,camera-lookat-y,camera-lookat-z,camera-near-z,camera-far-z,camera-fov,object-count,material-count,geometry-count,overdraw-count,z-min,z-max,xy-minmax,radius,geometry-div,gbuffer-cnt,texture-count,texture-size,texture-sampling-count,alu-calc-count,renderer_name,pass_name_0,pass_name_1,pass_name_2,pass_name_3,pass_0_time_min_ms,pass_0_time_median_ms,pass_0_time_max_ms,pass_0_time_avg_ms,pass_0_time_p01_ms,pass_0_time_p10_ms,pass_0_time_p90_ms,pass_0_time_p99_ms,pass_1_time_min_ms,pass_1_time_median_ms,pass_1_time_max_ms,pass_1_time_avg_ms,pass_1_time_p01_ms,pass_1_time_p10_ms,pass_1_time_p90_ms,pass_1_time_p99_ms,pass_2_time_min_ms,pass_2_time_median_ms,pass_2_time_max_ms,pass_2_time_avg_ms,pass_2_time_p01_ms,pass_2_time_p10_ms,pass_2_time_p90_ms,pass_2_time_p99_ms,pass_3_time_min_ms,pass_3_time_median_ms,pass_3_time_max_ms,pass_3_time_avg_ms,pass_3_time_p01_ms,pass_3_time_p10_ms,pass_3_time_p90_ms,pass_3_time_p99_ms,variable-geometry-count,variable-overdraw-count,variable-waste-quad-count,variable-alu-op-count,param_run_id,param_run_name,param_run_current_time,param_output_filepath,param_renderer_variant_name,param_variable,param_to_use_scene,param_scene_path,param_warmup_frames,param_measure_frames,param_auto_terminate,param_window_width,param_window_height,param_seed,param_camera_pos_x,param_camera_pos_y,param_camera_pos_z,param_camera_lookat_x,param_camera_lookat_y,param_camera_lookat_z,param_camera_near_z,param_camera_far_z,param_camera_fov,param_geometry_count,param_z_min,param_z_max,param_xy_minmax,param_radius,param_geometry_div,param_gbuffer_cnt,param_texture_count,param_texture_size,param_texture_sampling_count,param_alu_calc_count,param_object_count,param_renderer_variant,runner_experiment,runner_repeat,runner_run_index,runner_result_row,runner_status,runner_return_code,runner_error
10,geometry_time_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_c8b62die\run_00010.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,8,1,1,0,-1,1,1,0.5,16,1,1,256,1,0,ForwardPrepass,depth_prepass,forward,,total,0.00698,0.00742,0.00784,0.00743,0.00701,0.00714,0.00771,0.00784,0.00848,0.00925,0.00941,0.00925,0.00906,0.00915,0.00934,0.00941,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01568,0.01667,0.01718,0.01668,0.01626,0.01638,0.01699,0.01718,2048,0,16,0,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,0,8,2,geometry_time_orthogonal,0,10,0,success,0,
11,geometry_time_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_c8b62die\run_00011.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,8,1,1,0,-1,1,1,0.5,16,1,1,256,1,0,VisBuf,visibility,resolve,,total,0.01219,0.01245,0.01462,0.01253,0.01219,0.01232,0.01280,0.01299,0.02627,0.02640,0.02947,0.02644,0.02627,0.02634,0.02650,0.02659,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03853,0.03888,0.04410,0.03897,0.03853,0.03872,0.03920,0.03946,2048,0,16,0,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,0,8,4,geometry_time_orthogonal,0,11,0,success,0,
12,geometry_time_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_c8b62die\run_00012.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,16,1,1,0,-1,1,1,0.5,16,1,1,256,1,0,Forward,forward,,,total,0.01622,0.01667,0.01712,0.01668,0.01632,0.01645,0.01696,0.01712,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01622,0.01667,0.01712,0.01668,0.01632,0.01645,0.01696,0.01712,4096,0,16,0,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,0,16,1,geometry_time_orthogonal,0,12,0,success,0,
13,geometry_time_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_c8b62die\run_00013.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,16,1,1,0,-1,1,1,0.5,16,1,1,256,1,0,ForwardPrepass,depth_prepass,forward,,total,0.01126,0.01171,0.01562,0.01179,0.01130,0.01139,0.01203,0.01542,0.01258,0.01283,0.01974,0.01294,0.01261,0.01274,0.01306,0.01622,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02400,0.02454,0.03181,0.02473,0.02410,0.02422,0.02502,0.02854,4096,0,16,0,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,0,16,2,geometry_time_orthogonal,0,13,0,success,0,
14,geometry_time_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_c8b62die\run_00014.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,16,1,1,0,-1,1,1,0.5,16,1,1,256,1,0,VisBuf,visibility,resolve,,total,0.01594,0.01629,0.01674,0.01631,0.01597,0.01610,0.01661,0.01670,0.02624,0.02637,0.02672,0.02638,0.02627,0.02630,0.02646,0.02659,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04234,0.04266,0.04333,0.04269,0.04234,0.04243,0.04301,0.04317,4096,0,16,0,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,0,16,4,geometry_time_orthogonal,0,14,0,success,0,
15,geometry_time_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_c8b62die\run_00015.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,32,1,1,0,-1,1,1,0.5,16,1,1,256,1,0,Forward,forward,,,total,0.02464,0.02512,0.02570,0.02515,0.02474,0.02496,0.02544,0.02563,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02464,0.02512,0.02570,0.02515,0.02474,0.02496,0.02544,0.02563,8192,0,16,0,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,0,32,1,geometry_time_orthogonal,0,15,0,success,0,
16,geometry_time_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_c8b62die\run_00016.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,32,1,1,0,-1,1,1,0.5,16,1,1,256,1,0,ForwardPrepass,depth_prepass,forward,,total,0.01981,0.02022,0.02061,0.02023,0.01984,0.01990,0.02054,0.02058,0.02170,0.02189,0.02205,0.02189,0.02173,0.02179,0.02198,0.02202,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04166,0.04208,0.04262,0.04212,0.04173,0.04182,0.04246,0.04256,8192,0,16,0,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,0,32,2,geometry_time_orthogonal,0,16,0,success,0,
17,geometry_time_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_c8b62die\run_00017.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,32,1,1,0,-1,1,1,0.5,16,1,1,256,1,0,VisBuf,visibility,resolve,,total,0.02442,0.02480,0.02541,0.02480,0.02445,0.02454,0.02509,0.02534,0.02621,0.02643,0.02656,0.02644,0.02634,0.02640,0.02650,0.02656,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05078,0.05123,0.05197,0.05125,0.05085,0.05101,0.05149,0.05181,8192,0,16,0,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,0,32,4,geometry_time_orthogonal,0,17,0,success,0,
18,geometry_time_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_c8b62die\run_00018.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,64,1,1,0,-1,1,1,0.5,16,1,1,256,1,0,Forward,forward,,,total,0.04298,0.04358,0.04400,0.04354,0.04307,0.04326,0.04374,0.04400,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04298,0.04358,0.04400,0.04354,0.04307,0.04326,0.04374,0.04400,16384,0,16,0,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,0,64,1,geometry_time_orthogonal,0,18,0,success,0,
19,geometry_time_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_c8b62die\run_00019.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,64,1,1,0,-1,1,1,0.5,16,1,1,256,1,0,ForwardPrepass,depth_prepass,forward,,total,0.03770,0.03821,0.03878,0.03822,0.03776,0.03792,0.03856,0.03872,0.04205,0.04240,0.04285,0.04241,0.04205,0.04221,0.04262,0.04278,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08000,0.08064,0.08138,0.08063,0.08013,0.08026,0.08106,0.08134,16384,0,16,0,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,0,64,2,geometry_time_orthogonal,0,19,0,success,0,
20,geometry_time_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_c8b62die\run_00020.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,64,1,1,0,-1,1,1,0.5,16,1,1,256,1,0,VisBuf,visibility,resolve,,total,0.04202,0.04243,0.04298,0.04244,0.04205,0.04218,0.04272,0.04298,0.02618,0.02637,0.02666,0.02639,0.02621,0.02630,0.02650,0.02656,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06835,0.06883,0.06941,0.06883,0.06835,0.06858,0.06915,0.06934,16384,0,16,0,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,0,64,4,geometry_time_orthogonal,0,20,0,success,0,
21,geometry_time_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf_c8b62die\run_00021.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,128,1,1,0,-1,1,1,0.5,16,1,1,256,1,0,Forward,forward,,,total,0.07997,0.08064,0.08122,0.08059,0.08000,0.08019,0.08102,0.08122,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07997,0.08064,0.08122,0.08059,0.08000,0.08019,0.08102,0.08122,32768,0,16,0,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,-1.0,1.0,1.0,0.5,16,1,1,256,1,0,128,1,geometry_time_orthogonal,0,21,0,success,0,
