runner_status,runner_experiment,runner_repeat,runner_run_index,runner_result_row,runner_return_code,runner_error,run-id,run-name,run-current-time,output-filepath,renderer-variant,renderer-variant-name,variable,to-use-scene,scene-path,warmup-frames,measure-frames,auto-terminate,window-width,window-height,seed,camera-pos-x,camera-pos-y,camera-pos-z,camera-lookat-x,camera-lookat-y,camera-lookat-z,camera-near-z,camera-far-z,camera-fov,object-count,material-count,geometry-count,overdraw-count,to-remain-only-in-camera,z-min,z-max,xy-minmax,radius,geometry-div,gbuffer-cnt,texture-count,texture-size,texture-sampling-count,alu-calc-count,renderer_name,pass_name_0,pass_name_1,pass_name_2,pass_name_3,pass_0_time_min_ms,pass_0_time_median_ms,pass_0_time_max_ms,pass_0_time_avg_ms,pass_0_time_p01_ms,pass_0_time_p10_ms,pass_0_time_p90_ms,pass_0_time_p99_ms,pass_1_time_min_ms,pass_1_time_median_ms,pass_1_time_max_ms,pass_1_time_avg_ms,pass_1_time_p01_ms,pass_1_time_p10_ms,pass_1_time_p90_ms,pass_1_time_p99_ms,pass_2_time_min_ms,pass_2_time_median_ms,pass_2_time_max_ms,pass_2_time_avg_ms,pass_2_time_p01_ms,pass_2_time_p10_ms,pass_2_time_p90_ms,pass_2_time_p99_ms,pass_3_time_min_ms,pass_3_time_median_ms,pass_3_time_max_ms,pass_3_time_avg_ms,pass_3_time_p01_ms,pass_3_time_p10_ms,pass_3_time_p90_ms,pass_3_time_p99_ms,variable-geometry-count,variable-overdraw-count,variable-waste-quad-count,variable-alu-op-count,param_run_id,param_run_name,param_run_current_time,param_output_filepath,param_renderer_variant_name,param_variable,param_to_use_scene,param_scene_path,param_warmup_frames,param_measure_frames,param_auto_terminate,param_window_width,param_window_height,param_seed,param_camera_pos_x,param_camera_pos_y,param_camera_pos_z,param_camera_lookat_x,param_camera_lookat_y,param_camera_lookat_z,param_camera_near_z,param_camera_far_z,param_camera_fov,param_material_count,param_geometry_count,param_overdraw_count,param_to_remain_only_in_camera,param_z_min,param_z_max,param_xy_minmax,param_radius,param_gbuffer_cnt,param_texture_count,param_texture_size,param_texture_sampling_count,param_geometry_div,param_object_count,param_alu_calc_count,param_renderer_variant
success,quad_alu_orthogonal,0,9,0,0,,9,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00009.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,1842,1,1,0,1,-1,1,1,0.5,8,1,1,256,1,4,Forward,forward,,,total,0.05837,0.05894,0.06189,0.05900,0.05853,0.05869,0.05926,0.06013,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05837,0.05894,0.06189,0.05900,0.05853,0.05869,0.05926,0.06013,149202,0,8,4,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,8,1842,4,1
success,quad_alu_orthogonal,0,10,0,0,,10,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00010.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,1842,1,1,0,1,-1,1,1,0.5,8,1,1,256,1,4,ForwardPrepass,depth_prepass,forward,,total,0.01818,0.01869,0.01904,0.01870,0.01830,0.01850,0.01894,0.01904,0.07661,0.07690,0.07725,0.07691,0.07667,0.07677,0.07706,0.07718,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09501,0.09562,0.09626,0.09561,0.09507,0.09533,0.09587,0.09610,149202,0,8,4,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,8,1842,4,2
success,quad_alu_orthogonal,0,11,0,0,,11,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00011.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,1842,1,1,0,1,-1,1,1,0.5,8,1,1,256,1,4,VisBuf,visibility,resolve,,total,0.02422,0.02528,0.02704,0.02525,0.02426,0.02461,0.02586,0.02637,0.06896,0.06925,0.06960,0.06925,0.06896,0.06909,0.06941,0.06957,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09350,0.09450,0.09626,0.09450,0.09357,0.09386,0.09510,0.09562,149202,0,8,4,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,8,1842,4,4
success,quad_alu_orthogonal,0,12,0,0,,12,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00012.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,1842,1,1,0,1,-1,1,1,0.5,8,1,1,256,1,8,Forward,forward,,,total,0.09872,0.09952,0.10544,0.09955,0.09888,0.09910,0.09987,0.10035,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09872,0.09952,0.10544,0.09955,0.09888,0.09910,0.09987,0.10035,149202,0,8,8,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,8,1842,8,1
success,quad_alu_orthogonal,0,13,0,0,,13,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00013.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,1842,1,1,0,1,-1,1,1,0.5,8,1,1,256,1,8,ForwardPrepass,depth_prepass,forward,,total,0.01827,0.01875,0.01914,0.01875,0.01830,0.01859,0.01898,0.01910,0.11744,0.11779,0.11834,0.11782,0.11747,0.11766,0.11818,0.11830,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.13597,0.13654,0.13718,0.13657,0.13610,0.13635,0.13690,0.13712,149202,0,8,8,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,8,1842,8,2
success,quad_alu_orthogonal,0,14,0,0,,14,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00014.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,1842,1,1,0,1,-1,1,1,0.5,8,1,1,256,1,8,VisBuf,visibility,resolve,,total,0.02413,0.02538,0.24346,0.02716,0.02419,0.02477,0.02602,0.02662,0.10608,0.10621,0.10650,0.10623,0.10608,0.10611,0.10637,0.10646,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.13030,0.13158,0.34982,0.13338,0.13040,0.13098,0.13232,0.13293,149202,0,8,8,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,8,1842,8,4
success,quad_alu_orthogonal,0,15,0,0,,15,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00015.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,1842,1,1,0,1,-1,1,1,0.5,8,1,1,256,1,16,Forward,forward,,,total,0.17962,0.18035,0.18150,0.18040,0.17974,0.17997,0.18083,0.18141,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.17962,0.18035,0.18150,0.18040,0.17974,0.17997,0.18083,0.18141,149202,0,8,16,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,8,1842,16,1
success,quad_alu_orthogonal,0,16,0,0,,16,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00016.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,1842,1,1,0,1,-1,1,1,0.5,8,1,1,256,1,16,ForwardPrepass,depth_prepass,forward,,total,0.01824,0.01872,0.01936,0.01872,0.01827,0.01853,0.01894,0.01914,0.19866,0.19901,0.20000,0.19910,0.19875,0.19885,0.19971,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.21709,0.21776,0.21901,0.21781,0.21722,0.21750,0.21830,0.21894,149202,0,8,16,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,8,1842,16,2
success,quad_alu_orthogonal,0,17,0,0,,17,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00017.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,1842,1,1,0,1,-1,1,1,0.5,8,1,1,256,1,16,VisBuf,visibility,resolve,,total,0.02422,0.02544,0.15677,0.02663,0.02438,0.02483,0.02621,0.03965,0.18694,0.18736,0.19216,0.18738,0.18710,0.18723,0.18746,0.18813,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.21155,0.21270,0.34426,0.21400,0.21171,0.21219,0.21360,0.22701,149202,0,8,16,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,8,1842,16,4
success,quad_alu_orthogonal,0,18,0,0,,18,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00018.csv,1,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,1842,1,1,0,1,-1,1,1,0.5,8,1,1,256,1,32,Forward,forward,,,total,0.34259,0.34352,0.34435,0.34349,0.34272,0.34301,0.34394,0.34416,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.34259,0.34352,0.34435,0.34349,0.34272,0.34301,0.34394,0.34416,149202,0,8,32,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,8,1842,32,1
success,quad_alu_orthogonal,0,19,0,0,,19,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00019.csv,2,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,1842,1,1,0,1,-1,1,1,0.5,8,1,1,256,1,32,ForwardPrepass,depth_prepass,forward,,total,0.01834,0.01875,0.01910,0.01874,0.01837,0.01850,0.01898,0.01904,0.36019,0.36202,0.36269,0.36202,0.36115,0.36182,0.36227,0.36266,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.37882,0.38074,0.38163,0.38077,0.37997,0.38045,0.38115,0.38160,149202,0,8,32,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,8,1842,32,2
success,quad_alu_orthogonal,0,20,0,0,,20,quad_alu_orthogonal,,C:\Users\mgkim15\AppData\Local\Temp\tvbperf__d6f9vyl\run_00020.csv,4,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0,0,-10,0,0,0,0.1,1000,0.11,1842,1,1,0,1,-1,1,1,0.5,8,1,1,256,1,32,VisBuf,visibility,resolve,,total,0.02336,0.02490,0.02662,0.02493,0.02355,0.02394,0.02586,0.02646,0.33610,0.34454,0.34528,0.34127,0.33619,0.33626,0.34474,0.34509,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.35968,0.36947,0.37149,0.36620,0.35981,0.36032,0.37050,0.37146,149202,0,8,32,0,no-run-name,,temp.csv,no-variant-name,1,0,assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,600,120,1,1280,720,0,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.11,1,1,0,1,-1.0,1.0,1.0,0.5,1,1,256,1,8,1842,32,4
