run-id,run-name,output-filepath,renderer-variant,visibility-debug-mode,donut-linear-gbuffer,variable,to-use-scene,to-load-texture,use-vfc,scene-variant,scene-importer,scene-path,warmup-frames,measure-frames,auto-terminate,vsync,camera-mode,camera-filepath,camera-keyframe-interval,to-set-start-frame,key-frame,profile-window-frames,capture-frames,capture-output-dir,capture-stride,capture-fps,window-width,window-height,seed,material-assign-strategy,material-assign-max-open,material-assign-locality,material-assign-diversity,camera-pos-x,camera-pos-y,camera-pos-z,camera-lookat-x,camera-lookat-y,camera-lookat-z,camera-near-z,camera-far-z,camera-fov,object-count,material-count,geometry-count,overdraw-count,to-remain-only-in-camera,z-min,z-max,xy-minmax,radius,geometry-div,gbuffer-cnt,texture-count,texture-size,texture-sampling-count,alu-calc-count,pass_name_0,pass_0_time_avg_ms,pass_name_1,pass_1_time_avg_ms,pass_name_2,pass_2_time_avg_ms,pass_name_3,pass_3_time_avg_ms,pass_name_4,pass_4_time_avg_ms,pass_name_5,pass_5_time_avg_ms,pass_name_6,pass_6_time_avg_ms,pass_name_7,pass_7_time_avg_ms,pass_name_8,pass_8_time_avg_ms,pass_name_9,pass_9_time_avg_ms,pass_name_10,pass_10_time_avg_ms,pass_name_11,pass_11_time_avg_ms,pass_name_12,pass_12_time_avg_ms,pass_name_13,pass_13_time_avg_ms,pass_name_14,pass_14_time_avg_ms,pass_name_15,pass_15_time_avg_ms,pass_name_16,pass_16_time_avg_ms,pass_name_17,pass_17_time_avg_ms,pass_name_18,pass_18_time_avg_ms,pass_name_19,pass_19_time_avg_ms,pass_name_20,pass_20_time_avg_ms,pass_name_21,pass_21_time_avg_ms,pass_name_22,pass_22_time_avg_ms,pass_name_23,pass_23_time_avg_ms,pass_name_24,pass_24_time_avg_ms,pass_name_25,pass_25_time_avg_ms,pass_name_26,pass_26_time_avg_ms,pass_name_27,pass_27_time_avg_ms,pass_name_28,pass_28_time_avg_ms,pass_name_29,pass_29_time_avg_ms,pass_name_30,pass_30_time_avg_ms,pass_name_31,pass_31_time_avg_ms,renderer_name,run_current_time,camera-mode-name,total_time_min_ms,total_time_median_ms,total_time_max_ms,total_time_avg_ms,total_time_p01_ms,total_time_p10_ms,total_time_p90_ms,total_time_p99_ms,source_material_count,active_material_bin_count,material_bin_compaction_ratio,variable-geometry-count,variable-overdraw-count,variable-waste-quad-count,variable-alu-op-count,param_renderer_variant,param_visibility_debug_mode,param_donut_linear_gbuffer,param_variable,param_to_use_scene,param_to_load_texture,param_use_vfc,param_scene_variant,param_scene_importer,param_scene_path,param_warmup_frames,param_measure_frames,param_vsync,param_camera_mode,param_camera_filepath,param_camera_keyframe_interval,param_to_set_start_frame,param_key_frame,param_profile_window_frames,param_capture_frames,param_capture_stride,param_capture_fps,param_window_width,param_window_height,param_seed,param_material_assign_strategy,param_material_assign_max_open,param_material_assign_locality,param_material_assign_diversity,param_geometry_div,param_camera_pos_x,param_camera_pos_y,param_camera_pos_z,param_camera_lookat_x,param_camera_lookat_y,param_camera_lookat_z,param_camera_near_z,param_camera_far_z,param_camera_fov,param_object_count,param_material_count,param_geometry_count,param_overdraw_count,param_to_remain_only_in_camera,param_z_min,param_z_max,param_xy_minmax,param_radius,param_gbuffer_cnt,param_texture_count,param_texture_size,param_texture_sampling_count,param_alu_calc_count,runner_experiment,runner_repeat,runner_run_index,runner_result_row,runner_status,runner_return_code,runner_error,runner_stderr,runner_skip_reason,runner_missing_assets
10,17_real_material_camera_sponza_texture_off,${RUN_TEMP}\run_00010.csv,8,0,0,6,1,0,1,0,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,60,2348,1,0,2,../../../../../scripts/standard_camera.csv,10,0,0,50,0,captures,1,60,1920,1080,0,2,6,1,1,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,100,total,0.57218,depth_prepass,0.17128,geometry,0.26400,lighting,0.08894,tonemap,0.03240,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,DonutDeferredPrepass,2026-07-30T09:34:22,playback,0.12982,0.54752,1.47507,0.57218,0.13168,0.29494,0.91258,1.05709,29,6,0.20690,4,0,1,100,8,0,0,6,1,0,1,0,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,60,2348,0,2,../../../../../scripts/standard_camera.csv,10,0,0,50,0,1,60,1920,1080,0,2,6,1.0,1.0,1,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.785,1,1,1,0,0,-1.0,1.0,1.0,0.5,1,1,256,1,100,17_real_material_camera_sponza_texture_off,0,10,0,success,0,,"Scene CPU cache disabled; rebuilding source scene.
[FrameCounter] frames{2468} measure_start{60} measure_end{2408} sample_count{2348} window_frames{50}
Saved CSV: ${RUN_TEMP}\run_00010.csv_10_result.csv
Log saved to: ${REPOSITORY_ROOT}\out\build\x64-Release\bin\Release\logs\log_2026-07-30_09-34-26.txt",,
11,17_real_material_camera_sponza_texture_off,${RUN_TEMP}\run_00011.csv,9,0,0,6,1,0,1,0,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,60,2348,1,0,2,../../../../../scripts/standard_camera.csv,10,0,0,50,0,captures,1,60,1920,1080,0,2,6,1,1,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,100,total,0.63599,visibility,0.23715,visutil_histogram,0.02769,visutil_prefix,0.00216,visutil_flatten,0.03867,gbuffer,0.17302,lighting,0.09249,tonemap,0.03044,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,DonutVisGBuffer,2026-07-30T09:34:26,playback,0.21514,0.66272,1.33872,0.63599,0.21974,0.47744,0.80970,0.94960,29,6,0.20690,4,0,1,100,9,0,0,6,1,0,1,0,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,60,2348,0,2,../../../../../scripts/standard_camera.csv,10,0,0,50,0,1,60,1920,1080,0,2,6,1.0,1.0,1,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.785,1,1,1,0,0,-1.0,1.0,1.0,0.5,1,1,256,1,100,17_real_material_camera_sponza_texture_off,0,11,0,success,0,,"Scene CPU cache disabled; rebuilding source scene.
[FrameCounter] frames{2468} measure_start{60} measure_end{2408} sample_count{2348} window_frames{50}
Saved CSV: ${RUN_TEMP}\run_00011.csv_11_result.csv
Log saved to: ${REPOSITORY_ROOT}\out\build\x64-Release\bin\Release\logs\log_2026-07-30_09-34-31.txt",,
12,17_real_material_camera_sponza_texture_off,${RUN_TEMP}\run_00012.csv,8,0,0,8,1,0,1,0,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,60,2348,1,0,2,../../../../../scripts/standard_camera.csv,10,0,0,50,0,captures,1,60,1920,1080,0,2,8,1,1,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,100,total,0.56764,depth_prepass,0.16788,geometry,0.26480,lighting,0.08854,tonemap,0.03116,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,DonutDeferredPrepass,2026-07-30T09:34:31,playback,0.12970,0.53814,1.55558,0.56764,0.13168,0.29344,0.91373,1.05923,29,8,0.27586,4,0,1,100,8,0,0,8,1,0,1,0,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,60,2348,0,2,../../../../../scripts/standard_camera.csv,10,0,0,50,0,1,60,1920,1080,0,2,8,1.0,1.0,1,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.785,1,1,1,0,0,-1.0,1.0,1.0,0.5,1,1,256,1,100,17_real_material_camera_sponza_texture_off,0,12,0,success,0,,"Scene CPU cache disabled; rebuilding source scene.
[FrameCounter] frames{2468} measure_start{60} measure_end{2408} sample_count{2348} window_frames{50}
Saved CSV: ${RUN_TEMP}\run_00012.csv_12_result.csv
Log saved to: ${REPOSITORY_ROOT}\out\build\x64-Release\bin\Release\logs\log_2026-07-30_09-34-36.txt",,
13,17_real_material_camera_sponza_texture_off,${RUN_TEMP}\run_00013.csv,9,0,0,8,1,0,1,0,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,60,2348,1,0,2,../../../../../scripts/standard_camera.csv,10,0,0,50,0,captures,1,60,1920,1080,0,2,8,1,1,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,100,total,0.64135,visibility,0.23722,visutil_histogram,0.02794,visutil_prefix,0.00217,visutil_flatten,0.03873,gbuffer,0.17791,lighting,0.09263,tonemap,0.03051,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,DonutVisGBuffer,2026-07-30T09:34:36,playback,0.21603,0.67190,1.50762,0.64135,0.22051,0.47789,0.81075,0.96538,29,8,0.27586,4,0,1,100,9,0,0,8,1,0,1,0,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,60,2348,0,2,../../../../../scripts/standard_camera.csv,10,0,0,50,0,1,60,1920,1080,0,2,8,1.0,1.0,1,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.785,1,1,1,0,0,-1.0,1.0,1.0,0.5,1,1,256,1,100,17_real_material_camera_sponza_texture_off,0,13,0,success,0,,"Scene CPU cache disabled; rebuilding source scene.
[FrameCounter] frames{2468} measure_start{60} measure_end{2408} sample_count{2348} window_frames{50}
Saved CSV: ${RUN_TEMP}\run_00013.csv_13_result.csv
Log saved to: ${REPOSITORY_ROOT}\out\build\x64-Release\bin\Release\logs\log_2026-07-30_09-34-41.txt",,
14,17_real_material_camera_sponza_texture_off,${RUN_TEMP}\run_00014.csv,8,0,0,10,1,0,1,0,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,60,2348,1,0,2,../../../../../scripts/standard_camera.csv,10,0,0,50,0,captures,1,60,1920,1080,0,2,10,1,1,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,100,total,0.56762,depth_prepass,0.16849,geometry,0.26392,lighting,0.08810,tonemap,0.03109,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,DonutDeferredPrepass,2026-07-30T09:34:41,playback,0.13030,0.54189,1.40698,0.56762,0.13210,0.29315,0.91309,1.05798,29,10,0.34483,4,0,1,100,8,0,0,10,1,0,1,0,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,60,2348,0,2,../../../../../scripts/standard_camera.csv,10,0,0,50,0,1,60,1920,1080,0,2,10,1.0,1.0,1,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.785,1,1,1,0,0,-1.0,1.0,1.0,0.5,1,1,256,1,100,17_real_material_camera_sponza_texture_off,0,14,0,success,0,,"Scene CPU cache disabled; rebuilding source scene.
[FrameCounter] frames{2468} measure_start{60} measure_end{2408} sample_count{2348} window_frames{50}
Saved CSV: ${RUN_TEMP}\run_00014.csv_14_result.csv
Log saved to: ${REPOSITORY_ROOT}\out\build\x64-Release\bin\Release\logs\log_2026-07-30_09-34-46.txt",,
15,17_real_material_camera_sponza_texture_off,${RUN_TEMP}\run_00015.csv,9,0,0,10,1,0,1,0,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,60,2348,1,0,2,../../../../../scripts/standard_camera.csv,10,0,0,50,0,captures,1,60,1920,1080,0,2,10,1,1,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,100,total,0.64991,visibility,0.23962,visutil_histogram,0.02820,visutil_prefix,0.00217,visutil_flatten,0.03892,gbuffer,0.18271,lighting,0.09240,tonemap,0.03152,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,DonutVisGBuffer,2026-07-30T09:34:46,playback,0.21526,0.68989,1.34518,0.64991,0.22070,0.48512,0.81622,0.96461,29,10,0.34483,4,0,1,100,9,0,0,10,1,0,1,0,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,60,2348,0,2,../../../../../scripts/standard_camera.csv,10,0,0,50,0,1,60,1920,1080,0,2,10,1.0,1.0,1,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.785,1,1,1,0,0,-1.0,1.0,1.0,0.5,1,1,256,1,100,17_real_material_camera_sponza_texture_off,0,15,0,success,0,,"Scene CPU cache disabled; rebuilding source scene.
[FrameCounter] frames{2468} measure_start{60} measure_end{2408} sample_count{2348} window_frames{50}
Saved CSV: ${RUN_TEMP}\run_00015.csv_15_result.csv
Log saved to: ${REPOSITORY_ROOT}\out\build\x64-Release\bin\Release\logs\log_2026-07-30_09-34-51.txt",,
16,17_real_material_camera_sponza_texture_off,${RUN_TEMP}\run_00016.csv,8,0,0,12,1,0,1,0,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,60,2348,1,0,2,../../../../../scripts/standard_camera.csv,10,0,0,50,0,captures,1,60,1920,1080,0,2,12,1,1,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,100,total,0.56730,depth_prepass,0.16806,geometry,0.26383,lighting,0.08837,tonemap,0.03107,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,DonutDeferredPrepass,2026-07-30T09:34:51,playback,0.12995,0.53798,1.26586,0.56730,0.13219,0.29568,0.91443,1.05965,29,12,0.41379,4,0,1,100,8,0,0,12,1,0,1,0,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,60,2348,0,2,../../../../../scripts/standard_camera.csv,10,0,0,50,0,1,60,1920,1080,0,2,12,1.0,1.0,1,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.785,1,1,1,0,0,-1.0,1.0,1.0,0.5,1,1,256,1,100,17_real_material_camera_sponza_texture_off,0,16,0,success,0,,"Scene CPU cache disabled; rebuilding source scene.
[FrameCounter] frames{2468} measure_start{60} measure_end{2408} sample_count{2348} window_frames{50}
Saved CSV: ${RUN_TEMP}\run_00016.csv_16_result.csv
Log saved to: ${REPOSITORY_ROOT}\out\build\x64-Release\bin\Release\logs\log_2026-07-30_09-34-55.txt",,
17,17_real_material_camera_sponza_texture_off,${RUN_TEMP}\run_00017.csv,9,0,0,12,1,0,1,0,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,60,2348,1,0,2,../../../../../scripts/standard_camera.csv,10,0,0,50,0,captures,1,60,1920,1080,0,2,12,1,1,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,100,total,0.64393,visibility,0.23686,visutil_histogram,0.02818,visutil_prefix,0.00217,visutil_flatten,0.03883,gbuffer,0.18058,lighting,0.09231,tonemap,0.03046,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,DonutVisGBuffer,2026-07-30T09:34:55,playback,0.21654,0.67555,1.41312,0.64393,0.21978,0.48346,0.81571,0.96227,29,12,0.41379,4,0,1,100,9,0,0,12,1,0,1,0,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,60,2348,0,2,../../../../../scripts/standard_camera.csv,10,0,0,50,0,1,60,1920,1080,0,2,12,1.0,1.0,1,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.785,1,1,1,0,0,-1.0,1.0,1.0,0.5,1,1,256,1,100,17_real_material_camera_sponza_texture_off,0,17,0,success,0,,"Scene CPU cache disabled; rebuilding source scene.
[FrameCounter] frames{2468} measure_start{60} measure_end{2408} sample_count{2348} window_frames{50}
Saved CSV: ${RUN_TEMP}\run_00017.csv_17_result.csv
Log saved to: ${REPOSITORY_ROOT}\out\build\x64-Release\bin\Release\logs\log_2026-07-30_09-35-00.txt",,
18,17_real_material_camera_sponza_texture_off,${RUN_TEMP}\run_00018.csv,8,0,0,16,1,0,1,0,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,60,2348,1,0,2,../../../../../scripts/standard_camera.csv,10,0,0,50,0,captures,1,60,1920,1080,0,2,16,1,1,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,100,total,0.56780,depth_prepass,0.16862,geometry,0.26408,lighting,0.08845,tonemap,0.03111,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,DonutDeferredPrepass,2026-07-30T09:35:00,playback,0.13024,0.53869,1.40790,0.56780,0.13226,0.29370,0.91315,1.05674,29,16,0.55172,4,0,1,100,8,0,0,16,1,0,1,0,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,60,2348,0,2,../../../../../scripts/standard_camera.csv,10,0,0,50,0,1,60,1920,1080,0,2,16,1.0,1.0,1,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.785,1,1,1,0,0,-1.0,1.0,1.0,0.5,1,1,256,1,100,17_real_material_camera_sponza_texture_off,0,18,0,success,0,,"Scene CPU cache disabled; rebuilding source scene.
[FrameCounter] frames{2468} measure_start{60} measure_end{2408} sample_count{2348} window_frames{50}
Saved CSV: ${RUN_TEMP}\run_00018.csv_18_result.csv
Log saved to: ${REPOSITORY_ROOT}\out\build\x64-Release\bin\Release\logs\log_2026-07-30_09-35-05.txt",,
19,17_real_material_camera_sponza_texture_off,${RUN_TEMP}\run_00019.csv,9,0,0,16,1,0,1,0,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,60,2348,1,0,2,../../../../../scripts/standard_camera.csv,10,0,0,50,0,captures,1,60,1920,1080,0,2,16,1,1,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,100,total,0.64533,visibility,0.23717,visutil_histogram,0.02788,visutil_prefix,0.00216,visutil_flatten,0.03875,gbuffer,0.18274,lighting,0.09190,tonemap,0.03044,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,DonutVisGBuffer,2026-07-30T09:35:05,playback,0.21712,0.67715,1.41328,0.64533,0.22048,0.48358,0.81600,0.95178,29,16,0.55172,4,0,1,100,9,0,0,16,1,0,1,0,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,60,2348,0,2,../../../../../scripts/standard_camera.csv,10,0,0,50,0,1,60,1920,1080,0,2,16,1.0,1.0,1,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.785,1,1,1,0,0,-1.0,1.0,1.0,0.5,1,1,256,1,100,17_real_material_camera_sponza_texture_off,0,19,0,success,0,,"Scene CPU cache disabled; rebuilding source scene.
[FrameCounter] frames{2468} measure_start{60} measure_end{2408} sample_count{2348} window_frames{50}
Saved CSV: ${RUN_TEMP}\run_00019.csv_19_result.csv
Log saved to: ${REPOSITORY_ROOT}\out\build\x64-Release\bin\Release\logs\log_2026-07-30_09-35-10.txt",,
20,17_real_material_camera_sponza_texture_off,${RUN_TEMP}\run_00020.csv,8,0,0,20,1,0,1,0,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,60,2348,1,0,2,../../../../../scripts/standard_camera.csv,10,0,0,50,0,captures,1,60,1920,1080,0,2,20,1,1,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,100,total,0.56794,depth_prepass,0.16847,geometry,0.26383,lighting,0.08892,tonemap,0.03109,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,DonutDeferredPrepass,2026-07-30T09:35:10,playback,0.13011,0.54045,1.45046,0.56794,0.13235,0.29632,0.91341,1.05578,29,20,0.68966,4,0,1,100,8,0,0,20,1,0,1,0,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,60,2348,0,2,../../../../../scripts/standard_camera.csv,10,0,0,50,0,1,60,1920,1080,0,2,20,1.0,1.0,1,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.785,1,1,1,0,0,-1.0,1.0,1.0,0.5,1,1,256,1,100,17_real_material_camera_sponza_texture_off,0,20,0,success,0,,"Scene CPU cache disabled; rebuilding source scene.
[FrameCounter] frames{2468} measure_start{60} measure_end{2408} sample_count{2348} window_frames{50}
Saved CSV: ${RUN_TEMP}\run_00020.csv_20_result.csv
Log saved to: ${REPOSITORY_ROOT}\out\build\x64-Release\bin\Release\logs\log_2026-07-30_09-35-15.txt",,
21,17_real_material_camera_sponza_texture_off,${RUN_TEMP}\run_00021.csv,9,0,0,20,1,0,1,0,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,60,2348,1,0,2,../../../../../scripts/standard_camera.csv,10,0,0,50,0,captures,1,60,1920,1080,0,2,20,1,1,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,100,total,0.64956,visibility,0.23675,visutil_histogram,0.02813,visutil_prefix,0.00218,visutil_flatten,0.03865,gbuffer,0.18699,lighting,0.09165,tonemap,0.03047,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,DonutVisGBuffer,2026-07-30T09:35:15,playback,0.21766,0.68259,1.30637,0.64956,0.22083,0.48918,0.81990,0.96253,29,20,0.68966,4,0,1,100,9,0,0,20,1,0,1,0,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,60,2348,0,2,../../../../../scripts/standard_camera.csv,10,0,0,50,0,1,60,1920,1080,0,2,20,1.0,1.0,1,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.785,1,1,1,0,0,-1.0,1.0,1.0,0.5,1,1,256,1,100,17_real_material_camera_sponza_texture_off,0,21,0,success,0,,"Scene CPU cache disabled; rebuilding source scene.
[FrameCounter] frames{2468} measure_start{60} measure_end{2408} sample_count{2348} window_frames{50}
Saved CSV: ${RUN_TEMP}\run_00021.csv_21_result.csv
Log saved to: ${REPOSITORY_ROOT}\out\build\x64-Release\bin\Release\logs\log_2026-07-30_09-35-20.txt",,
22,17_real_material_camera_sponza_texture_off,${RUN_TEMP}\run_00022.csv,8,0,0,24,1,0,1,0,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,60,2348,1,0,2,../../../../../scripts/standard_camera.csv,10,0,0,50,0,captures,1,60,1920,1080,0,2,24,1,1,0,0,-10,0,0,0,0.1,1000,0.785,1,1,1,0,0,-1,1,1,0.5,1,1,1,256,1,100,total,0.56788,depth_prepass,0.16831,geometry,0.26443,lighting,0.08870,tonemap,0.03115,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,,0.00000,DonutDeferredPrepass,2026-07-30T09:35:20,playback,0.13021,0.53846,1.57802,0.56788,0.13155,0.29603,0.91370,1.05994,29,24,0.82759,4,0,1,100,8,0,0,24,1,0,1,0,assimp,../../../../../assets/scenes/unpacked/main_sponza/NewSponza_Main_glTF_003.gltf,60,2348,0,2,../../../../../scripts/standard_camera.csv,10,0,0,50,0,1,60,1920,1080,0,2,24,1.0,1.0,1,0.0,0.0,-10.0,0.0,0.0,0.0,0.1,1000.0,0.785,1,1,1,0,0,-1.0,1.0,1.0,0.5,1,1,256,1,100,17_real_material_camera_sponza_texture_off,0,22,0,success,0,,"Scene CPU cache disabled; rebuilding source scene.
[FrameCounter] frames{2468} measure_start{60} measure_end{2408} sample_count{2348} window_frames{50}
Saved CSV: ${RUN_TEMP}\run_00022.csv_22_result.csv
Log saved to: ${REPOSITORY_ROOT}\out\build\x64-Release\bin\Release\logs\log_2026-07-30_09-35-25.txt",,
